-0.839469332799649, 0, 0, 0, 0, 0, 0, 0, 0
-0.836447341710473, 0, 0, 0, 0, 0, 0, 0, 0
-0.833425350621297, -0.830403359532121, -0.827381368442945, 0, 0, 0, 0, 0, 0
-0.833425350621297, -0.824359377353768, -0.821337386264592, 0, 0, 0, 0, 0, 0
-0.818315395175416, -0.81529340408624, 0, 0, 0, 0, 0, 0, 0
-0.812271412997064, -0.809249421907888, 0, 0, 0, 0, 0, 0, 0
-0.833425350621297, -0.806227430818712, -0.803205439729536, -0.80018344864036, 0, 0, 0, 0, 0
-0.797161457551183, 0, 0, 0, 0, 0, 0, 0, 0
-0.794139466462007, -0.791117475372831, -0.788095484283655, 0, 0, 0, 0, 0, 0
-0.794139466462007, -0.785073493194479, -0.788095484283655, 0, 0, 0, 0, 0, 0
-0.833425350621297, -0.782051502105303, 0, 0, 0, 0, 0, 0, 0
-0.779029511016127, -0.776007519926951, -0.785073493194479, -0.772985528837774, 0, 0, 0, 0, 0
-0.769963537748598, 0, 0, 0, 0, 0, 0, 0, 0
-0.766941546659422, -0.763919555570246, 0, 0, 0, 0, 0, 0, 0
-0.76089756448107, -0.757875573391894, 0, 0, 0, 0, 0, 0, 0
-0.754853582302718, -0.751831591213542, 0, 0, 0, 0, 0, 0, 0
-0.833425350621297, -0.748809600124366, 0, 0, 0, 0, 0, 0, 0
-0.833425350621297, -0.745787609035189, -0.742765617946013, 0, 0, 0, 0, 0, 0
-0.739743626856837, -0.736721635767661, 0, 0, 0, 0, 0, 0, 0
-0.833425350621297, 0, 0, 0, 0, 0, 0, 0, 0
-0.733699644678485, -0.730677653589309, 0, 0, 0, 0, 0, 0, 0
-0.833425350621297, -0.727655662500133, 0, 0, 0, 0, 0, 0, 0
-0.724633671410957, -0.721611680321781, 0, 0, 0, 0, 0, 0, 0
-0.833425350621297, -0.718589689232604, -0.715567698143428, 0, 0, 0, 0, 0, 0
-0.833425350621297, -0.712545707054252, 0, 0, 0, 0, 0, 0, 0
-0.709523715965076, -0.7065017248759, 0, 0, 0, 0, 0, 0, 0
-0.833425350621297, -0.703479733786724, 0, 0, 0, 0, 0, 0, 0
-0.833425350621297, 0, 0, 0, 0, 0, 0, 0, 0
-0.833425350621297, -0.700457742697548, -0.697435751608372, 0, 0, 0, 0, 0, 0
-0.833425350621297, -0.694413760519196, -0.691391769430019, -0.688369778340843, 0, 0, 0, 0, 0
-0.833425350621297, -0.685347787251667, -0.682325796162491, 0, 0, 0, 0, 0, 0
-0.794139466462007, -0.785073493194479, 0, 0, 0, 0, 0, 0, 0
-0.833425350621297, -0.679303805073315, -0.715567698143428, 0, 0, 0, 0, 0, 0
-0.676281813984139, -0.673259822894963, 0, 0, 0, 0, 0, 0, 0
-0.833425350621297, 0, 0, 0, 0, 0, 0, 0, 0
-0.833425350621297, -0.670237831805787, -0.667215840716611, 0, 0, 0, 0, 0, 0
-0.833425350621297, -0.664193849627435, -0.661171858538258, -0.658149867449082, 0, 0, 0, 0, 0
-0.655127876359906, 0, 0, 0, 0, 0, 0, 0, 0
-0.65210588527073, -0.712545707054252, 0, 0, 0, 0, 0, 0, 0
-0.649083894181554, -0.646061903092378, 0, 0, 0, 0, 0, 0, 0
-0.643039912003202, 0, 0, 0, 0, 0, 0, 0, 0
-0.640017920914026, 0, 0, 0, 0, 0, 0, 0, 0
-0.794139466462007, -0.63699592982485, 0, 0, 0, 0, 0, 0, 0
-0.833425350621297, 0, 0, 0, 0, 0, 0, 0, 0
-0.633973938735673, -0.630951947646497, 0, 0, 0, 0, 0, 0, 0
-0.833425350621297, -0.627929956557321, -0.718589689232604, 0, 0, 0, 0, 0, 0
-0.624907965468145, 0, 0, 0, 0, 0, 0, 0, 0
-0.621885974378969, 0, 0, 0, 0, 0, 0, 0, 0
-0.618863983289793, 0, 0, 0, 0, 0, 0, 0, 0
-0.633973938735673, -0.615841992200617, 0, 0, 0, 0, 0, 0, 0
-0.612820001111441, -0.609798010022265, 0, 0, 0, 0, 0, 0, 0
-0.606776018933088, -0.603754027843912, 0, 0, 0, 0, 0, 0, 0
-0.794139466462007, -0.600732036754736, -0.59771004566556, 0, 0, 0, 0, 0, 0
-0.833425350621297, -0.594688054576384, 0, 0, 0, 0, 0, 0, 0
-0.591666063487208, -0.588644072398032, 0, 0, 0, 0, 0, 0, 0
-0.585622081308856, -0.58260009021968, 0, 0, 0, 0, 0, 0, 0
-0.579578099130503, 0, 0, 0, 0, 0, 0, 0, 0
-0.576556108041327, 0, 0, 0, 0, 0, 0, 0, 0
-0.573534116952151, 0, 0, 0, 0, 0, 0, 0, 0
-0.570512125862975, 0, 0, 0, 0, 0, 0, 0, 0
-0.833425350621297, -0.567490134773799, -0.564468143684623, -0.561446152595447, 0, 0, 0, 0, 0
-0.833425350621297, -0.785073493194479, 0, 0, 0, 0, 0, 0, 0
-0.833425350621297, 0, 0, 0, 0, 0, 0, 0, 0
-0.558424161506271, 0, 0, 0, 0, 0, 0, 0, 0
-0.833425350621297, -0.785073493194479, 0, 0, 0, 0, 0, 0, 0
-0.555402170417094, -0.552380179327918, 0, 0, 0, 0, 0, 0, 0
-0.549358188238742, 0, 0, 0, 0, 0, 0, 0, 0
-0.833425350621297, -0.782051502105303, 0, 0, 0, 0, 0, 0, 0
-0.546336197149566, -0.81529340408624, 0, 0, 0, 0, 0, 0, 0
-0.591666063487208, -0.751831591213542, 0, 0, 0, 0, 0, 0, 0
-0.779029511016127, -0.776007519926951, -0.54331420606039, -0.772985528837774, 0, 0, 0, 0, 0
-0.558424161506271, 0, 0, 0, 0, 0, 0, 0, 0
-0.76089756448107, -0.540292214971214, 0, 0, 0, 0, 0, 0, 0
-0.621885974378969, 0, 0, 0, 0, 0, 0, 0, 0
-0.537270223882038, -0.534248232792862, 0, 0, 0, 0, 0, 0, 0
-0.531226241703686, 0, 0, 0, 0, 0, 0, 0, 0
-0.618863983289793, 0, 0, 0, 0, 0, 0, 0, 0
-0.779029511016127, -0.776007519926951, -0.528204250614509, -0.772985528837774, 0, 0, 0, 0, 0
-0.833425350621297, -0.525182259525333, 0, 0, 0, 0, 0, 0, 0
-0.522160268436157, 0, 0, 0, 0, 0, 0, 0, 0
-0.833425350621297, -0.519138277346981, 0, 0, 0, 0, 0, 0, 0
-0.516116286257805, -0.513094295168629, 0, 0, 0, 0, 0, 0, 0
-0.739743626856837, -0.736721635767661, 0, 0, 0, 0, 0, 0, 0
-0.510072304079453, 0, 0, 0, 0, 0, 0, 0, 0
-0.833425350621297, -0.507050312990277, 0, 0, 0, 0, 0, 0, 0
-0.633973938735673, -0.504028321901101, 0, 0, 0, 0, 0, 0, 0
-0.794139466462007, -0.501006330811925, 0, 0, 0, 0, 0, 0, 0
-0.497984339722748, -0.494962348633572, 0, 0, 0, 0, 0, 0, 0
-0.794139466462007, -0.491940357544396, -0.48891836645522, -0.485896375366044, 0, 0, 0, 0, 0
-0.482874384276868, 0, 0, 0, 0, 0, 0, 0, 0
-0.479852393187692, -0.476830402098516, -0.47380841100934, 0, 0, 0, 0, 0, 0
-0.470786419920163, 0, 0, 0, 0, 0, 0, 0, 0
-0.558424161506271, 0, 0, 0, 0, 0, 0, 0, 0
